priority_rank	priority_band	evidence_label	stage	workload	config_id	roi	job_id	information_gain	resource_cost	evidence_gap	prerequisite	rationale
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_329	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_330	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_331	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_332	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_333	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_334	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_335	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_336	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_337	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_338	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_339	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_340	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_341	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_342	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_343	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_344	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_345	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_346	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_347	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_348	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_349	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_350	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_351	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_352	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_353	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_354	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_355	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_356	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_357	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_358	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_359	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_360	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_361	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_362	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_363	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_364	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_365	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_366	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_367	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_368	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_369	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_370	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_371	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_372	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_373	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_374	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_375	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_376	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_377	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_378	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_379	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_380	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_381	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_382	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_383	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_384	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_385	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_386	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_387	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_388	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_389	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_390	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_391	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_392	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_393	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_394	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_395	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_396	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_397	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_398	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_399	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_400	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_401	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
