roi	profile	scope	metric	value	provenance
prefill	ideal	MAX_MF_LATENCY	15	5788      5782      5967      5964      5576      5826      5727      5893      5853      5845      5646      5761      5732      5621      5755      5802	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	2	6067      5851      6026      6095      5719      6020      6010      5704      5657      5963      5890      5863      5894      6005      5819      5821	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	3	5805      5916      6032      5928      5729      5825      5690      5732      5769      5757      5884      5947      5869      5626      6020      5770	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	4	5806      5999      5836      6239      5659      5673      5740      5725      5772      5582      5681      5853      5803      5828      5748      5703	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	5	5791      5735      6010      5972      5684      5954      5697      6098      5820      5516      5749      6128      5901      5903      5838      5890	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	6	5683      5780      5954      6078      5847      5822      5633      5558      5627      6018      6071      5819      5889      5893      5873      5829	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	7	5783      5846      5873      6006      6264      5797      5729      5602      6104      5961      6022      5673      5595      5911      5646      5818	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	8	5822      6035      5845      6040      5783      5955      5657      5616      5829      5782      6076      5852      5628      5743      5660      5518	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	9	5651      5916      6147      6063      5898      5756      5666      5790      5633      5902      5764      5778      5649      5746      5761      5806	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	0	28104     28417     27927     28097     36392     36521     25625     23277     24801     22828     25670     22286     37186     35953     36736     36226	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	1	27685     27940     27460     27642     34382     31580     26005     23177     30080     24715     24786     22963     36894     35982     35310     34660	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	10	25481     23631     26008     23059     26033     23010     26311     23325     24849     22956     25474     23604     36979     36146     36495     36050	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	11	25420     25423     25203     25541     32289     31618     25877     23329     24969     22679     25043     23204     36847     35820     34885     34342	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	12	25444     25756     25299     25563     32477     31619     25888     27624     24958     22743     25012     23062     36824     35807     35206     34651	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	13	25507     23821     26009     22933     26006     23226     26333     23736     24844     22871     25900     22814     36936     36127     36519     36087	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	14	29721     25772     25280     25543     32256     31407     25690     27652     28736     24969     25012     23028     36848     36201     35108     34499	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	15	25504     23204     26020     22821     26011     23294     26196     23702     27948     22871     25882     23186     36859     36234     36509     35979	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	2	25409     24345     25821     24302     36416     32245     25607     23243     24795     22896     25683     22334     37114     36174     36713     36220	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	3	25652     23618     24985     23356     32239     31608     25829     23176     30102     25609     24768     22965     36827     35999     34992     34330	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	4	27346     27490     26914     27343     34402     31410     26006     23394     29831     22193     24812     22985     36846     35961     35012     34351	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	5	27763     28046     27674     27823     36426     36550     25630     23450     24819     22638     25670     22306     37125     36077     36655     36208	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	6	25677     23504     24963     23206     33833     31625     26025     23334     30063     26844     24801     22988     36876     35975     35109     34555	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	7	25415     23920     25781     23882     36457     36561     25621     23462     24817     22647     25687     22510     37167     35973     36656     36239	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	8	25500     23857     25999     23018     26034     23515     32321     24670     24847     22892     25890     22783     36989     36230     36564     35986	existing_gpgpu_sim_stat
prefill	ideal	MAX_SERVICE_SAME_ROW	9	25419     25407     25215     25565     25913     23094     25878     23601     24960     22462     25040     23007     37843     36748     35105     34502	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	0	356680    356880    355664    355856    357656    357672    357968    358184    357252    357316    356652    356800    357528    357780    356944    357144	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	1	356752    356892    355504    355836    357556    357684    358008    358116    357168    357364    356624    356664    357812    357996    356968    357348	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	10	356412    356672    355908    356076    357500    357588    357836    358012    357500    357588    356660    356844    357360    357588    357024    357144	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	11	356624    356796    355880    356076    357352    357548    357956    358088    357528    357656    356548    356584    357444    357584    356904    357220	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	12	356676    356880    356004    356152    357380    357496    357892    357992    357436    357548    356588    356652    357716    357864    357028    357300	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	13	356508    356788    355848    356020    357680    357732    357752    357916    357544    357588    356608    356760    357624    357908    357092    357252	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	14	356612    356836    355868    355948    357392    357524    357928    358052    357524    357568    356788    356796    357608    357680    356896    357212	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	15	356416    356724    355812    355928    357764    357768    357712    357916    357580    357584    356744    356844    357408    357692    356900    357092	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	2	356636    356880    355700    355848    357516    357544    357968    358184    357392    357508    356572    356728    357536    357804    356884    357072	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	3	356732    356956    355456    355700    357380    357520    358112    358232    357428    357612    356628    356624    357736    357980    356966    357348	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	4	356444    356644    355552    355784    357588    357696    357952    358064    357164    357324    356660    356740    357732    357940    356972    357332	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	5	356448    356648    355584    355728    357864    357852    357816    358012    357196    357216    356564    356756    357640    357960    356932    357168	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	6	356612    356776    355504    355764    357568    357712    357904    357980    357296    357484    356672    356796    357744    357984    356812    357188	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	7	356620    356824    355680    355820    357760    357884    357840    358028    357408    357492    356656    356764    357628    357920    356792    357028	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	8	356452    356632    355884    356056    357584    357660    357824    358020    357436    357500    356628    356776    357384    357560    356964    357096	existing_gpgpu_sim_stat
prefill	ideal	READ_ACCESSES	9	356580    356764    355844    355996    357416    357612    357934    358042    357456    357568    356664    356636    357792    357864    356896    357232	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	0	5.969936  6.003866  6.002575  6.017220  5.903366  5.920118  5.942000  5.954463  5.965528  5.979174  6.024266  6.054009  5.922246  5.949069  6.028513  6.054846	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	1	5.998547  6.010187  5.973961  6.008692  5.894272  5.913305  5.936997  5.959886  5.945259  5.965415  6.039914  6.067455  5.929745  5.946191  6.012135  6.042709	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	10	5.964100  5.990027  5.983758  5.990613  5.888768  5.901077  5.933955  5.942700  5.963036  5.969800  6.026433  6.043087  5.930400  5.946496  6.013064  6.021928	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	11	5.965985  5.987043  5.967096  5.996362  5.880570  5.899309  5.921082  5.938698  5.946054  5.962502  6.034863  6.049178  5.918203  5.946754  6.001823  6.020182	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	12	5.964167  5.994672  5.996315  6.012943  5.898556  5.915823  5.953517  5.972934  5.943420  5.962812  6.021948  6.052551  5.943338  5.957500  6.013297  6.030280	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	13	5.971498  5.995844  5.996593  6.015656  5.901582  5.912851  5.936230  5.953339  5.954262  5.973039  6.026250  6.059025  5.931760  5.953270  6.021153  6.033045	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	14	5.973180  5.997142  5.994627  6.012250  5.874436  5.893238  5.941433  5.941421  5.963769  5.985276  6.038911  6.044395  5.935390  5.954804  6.030202  6.029180	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	15	5.977402  6.004827  5.985512  6.004854  5.899102  5.920497  5.933706  5.957693  5.962616  5.972565  6.042614  6.062293  5.916562  5.949057  6.008417  6.035369	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	2	5.985128  5.998610  5.986279  5.994132  5.887886  5.903575  5.915767  5.928045  5.976421  5.988421  6.020641  6.045767  5.937130  5.945196  6.010448  6.046676	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	3	5.987903  6.010837  5.976312  6.006161  5.865429  5.900259  5.924428  5.934097  5.960027  5.975670  6.040053  6.057072  5.916244  5.944752  6.021534  6.027550	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	4	5.953982  5.965572  5.984021  5.997815  5.863877  5.863119  5.929881  5.921943  5.924291  5.943130  6.014088  6.033469  5.893330  5.910185  6.001932  6.018732	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	5	5.939361  5.960318  5.961003  5.982487  5.843569  5.862908  5.900338  5.909214  5.917651  5.925445  5.993619  6.018343  5.899113  5.912344  5.982440  6.001405	existing_gpgpu_sim_stat
prefill	ideal	ROW_ACCESSES_PER_ACTIVATE	6	5.941570  5.954296  5.970994  5.976299  5.844644  5.867679  5.908920  5.921567  5.930900  5.941928  5.988827  6.026470  5.899821  5.917838  5.978796  6.003012	existing_gpgpu_sim_stat
